County,State,Mask Mandate,Case per 100k,Case Change,Death Change,Positivity Rate
Pondera County  MT,Montana,No,17,0,-1,0,"Restaurants status: Dine-in allowed without restrictions, but some cities may enact their own restrictions."
Adams County  ND,North Dakota,No,45,0,-1,0.037,Restaurants status: Dine-in allowed with restrictions
Hamilton County  TX,Texas,No,12,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Valley County  ID,Idaho,No,9,-0.83,-1,0.013,Restaurants status: Dine-in allowed with restrictions
Archer County  TX,Texas,No,12,-0.67,-1,0,Restaurants status: Dine-in allowed without restrictions
Wabaunsee County  KS,Kansas,No,14,0,-1,0.02,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Mineral County  MT,Montana,No,23,0,nan,0.025,"Restaurants status: Dine-in allowed without restrictions, but some cities may enact their own restrictions."
Choctaw County  OK,Oklahoma,No,7,-0.67,-1,0,Restaurants status: Dine-in allowed without restrictions
Cavalier County  ND,North Dakota,No,27,-0.67,-1,0.024,Restaurants status: Dine-in allowed with restrictions
Douglas County  MO,Missouri,No,8,-0.67,-1,0.027,Restaurants status: Indoor dining allowed with restrictions
Scotland County  MO,Missouri,No,20,0,-1,0,Restaurants status: Indoor dining allowed with restrictions
Lyon County  KY,Kentucky,Yes,12,0,-1,0.023,Restaurants status: Dine-in allowed without restrictions
Platte County  WY,Wyoming,No,12,-0.67,-1,0,Restaurants status: Dine-in allowed with restrictions
Sullivan County  MO,Missouri,No,16,0,-1,0,Restaurants status: Indoor dining allowed with restrictions
Barton County  MO,Missouri,No,9,0,-1,0.014,Restaurants status: Indoor dining allowed with restrictions
McIntosh County  ND,North Dakota,No,40,-0.5,-1,0.015,Restaurants status: Dine-in allowed with restrictions
Culberson County  TX,Texas,No,46,-0.75,-1,0.25,Restaurants status: Dine-in allowed without restrictions
Crockett County  TX,Texas,No,29,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Mercer County  ND,North Dakota,No,12,-0.75,-1,0,Restaurants status: Dine-in allowed with restrictions
Bennett County  SD,South Dakota,No,30,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Nelson County  ND,North Dakota,No,35,-0.88,-1,0.011,Restaurants status: Dine-in allowed with restrictions
Rusk County  WI,Wisconsin,No,7,-0.5,-1,0.01,Restaurants status: Dine-in allowed with restrictions
Webster County  MS,Mississippi,No,10,-0.5,-1,0,Restaurants status: Dine-in allowed with restrictions
Coke County  TX,Texas,No,30,-0.67,-1,0,Restaurants status: Dine-in allowed without restrictions
Owsley County  KY,Kentucky,Yes,23,-0.92,-1,0.011,Restaurants status: Dine-in allowed without restrictions
Noble County  OH,Ohio,Yes,7,-0.86,-1,0.024,Restaurants status: Dine-in allowed with restrictions
Sioux County  ND,North Dakota,No,24,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Fulton County  AR,Arkansas,No,8,-0.5,-1,0,Restaurants status: Dine-in allowed with restrictions
Ouachita County  AR,Arkansas,No,4,-0.83,-1,0.011,Restaurants status: Dine-in allowed with restrictions
Morgan County  MO,Missouri,No,5,-0.5,-1,0.009,Restaurants status: Indoor dining allowed with restrictions
Oregon County  MO,Missouri,No,9,0,-1,0.029,Restaurants status: Indoor dining allowed with restrictions
Glascock County  GA,Georgia,No,34,0,-1,0.077,Restaurants status: Dine-in allowed with restrictions
Caldwell County  MO,Missouri,No,11,-0.83,-1,0.044,Restaurants status: Indoor dining allowed with restrictions
Randolph County  GA,Georgia,No,15,0,-1,0.04,Restaurants status: Dine-in allowed with restrictions
Early County  GA,Georgia,No,10,-0.9,-1,0,Restaurants status: Dine-in allowed with restrictions
Atchison County  MO,Missouri,No,19,-0.75,-1,0,Restaurants status: Indoor dining allowed with restrictions
DeWitt County  TX,Texas,No,5,0,-1,0.048,Restaurants status: Dine-in allowed without restrictions
Ziebach County  SD,South Dakota,No,36,-0.5,-1,0.053,Restaurants status: Dine-in allowed with restrictions
Glacier County  MT,Montana,No,7,-0.8,-1,0,"Restaurants status: Dine-in allowed without restrictions, but some cities may enact their own restrictions."
Dallas County  AR,Arkansas,No,14,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Franklin County  TX,Texas,No,9,-0.5,-1,0.062,Restaurants status: Dine-in allowed without restrictions
Beaver County  OK,Oklahoma,No,19,-0.75,-1,0,Restaurants status: Dine-in allowed without restrictions
Grundy County  MO,Missouri,No,10,0,-1,0.022,Restaurants status: Indoor dining allowed with restrictions
Fisher County  TX,Texas,No,26,-0.5,-1,0,Restaurants status: Dine-in allowed without restrictions
Wilkes County  GA,Georgia,No,10,-0.67,0,0.021,Restaurants status: Dine-in allowed with restrictions
Dawson County  MT,Montana,No,12,0,-1,0.022,"Restaurants status: Dine-in allowed without restrictions, but some cities may enact their own restrictions."
Crawford County  GA,Georgia,No,8,-0.9,0,0,Restaurants status: Dine-in allowed with restrictions
Lee County  AR,Arkansas,No,11,-0.67,-1,0.019,Restaurants status: Dine-in allowed with restrictions
Twiggs County  GA,Georgia,No,12,-0.67,-1,0.027,Restaurants status: Dine-in allowed with restrictions
Turner County  GA,Georgia,No,13,-0.8,-1,0,Restaurants status: Dine-in allowed with restrictions
Treutlen County  GA,Georgia,No,14,-0.67,0,0,Restaurants status: Dine-in allowed with restrictions
Eddy County  ND,North Dakota,No,44,0,-1,0.1,Restaurants status: Dine-in allowed with restrictions
Edwards County  TX,Texas,No,52,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Golden Valley County  ND,North Dakota,No,57,0,-1,0.167,Restaurants status: Dine-in allowed with restrictions
Taliaferro County  GA,Georgia,No,65,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Newton County  AR,Arkansas,No,13,-0.67,-1,0,Restaurants status: Dine-in allowed with restrictions
Dooly County  GA,Georgia,No,7,-0.86,-1,0,Restaurants status: Dine-in allowed with restrictions
Gilmer County  WV,West Virginia,Yes,13,-0.67,-1,0.009,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Jeff Davis County  TX,Texas,No,44,-0.5,-1,0.333,Restaurants status: Dine-in allowed without restrictions
Hitchcock County  NE,Nebraska,No,36,-0.88,-1,0,Restaurants status: Dine-in allowed without restrictions
Scott County  KS,Kansas,No,21,0,-1,0,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Unallocated  VT,Vermont,Yes,nan,-0.5,-1,0.055,Restaurants status: Dine-in allowed without restrictions
Taylor County  IA,Iowa,No,16,0,-1,0.024,Restaurants status: Dine-in allowed with restrictions
Pawnee County  NE,Nebraska,No,38,-0.5,-1,0.2,Restaurants status: Dine-in allowed without restrictions
Jackson County  SD,South Dakota,No,30,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Perkins County  NE,Nebraska,No,35,-0.83,-1,0,Restaurants status: Dine-in allowed without restrictions
Lafayette County  FL,Florida,No,12,-0.5,-1,0.029,Restaurants status: Dine-in allowed with restrictions
Kiowa County  CO,Colorado,Yes,71,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Forest County  PA,Pennsylvania,Yes,14,-0.75,-1,0.016,Restaurants status: Dine-in allowed without restrictions
Dundy County  NE,Nebraska,No,59,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Wayne County  UT,Utah,Yes,37,0,nan,0,"Restaurants status: Dine-in allowed without restrictions, but note that some cities may enact their own restrictions."
Claiborne County  MS,Mississippi,No,11,-0.75,-1,0.1,Restaurants status: Dine-in allowed with restrictions
Refugio County  TX,Texas,No,14,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Perry County  TN,Tennessee,No,12,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Crook County  WY,Wyoming,No,13,-0.5,-1,0,Restaurants status: Dine-in allowed with restrictions
Reagan County  TX,Texas,No,26,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Jackson County  CO,Colorado,Yes,72,0,nan,0,Restaurants status: Dine-in allowed with restrictions
Thayer County  NE,Nebraska,No,20,-0.5,-1,0,Restaurants status: Dine-in allowed without restrictions
Howard County  MO,Missouri,No,10,-0.67,-1,0.018,Restaurants status: Indoor dining allowed with restrictions
Howard County  IA,Iowa,No,11,-0.67,-1,0.044,Restaurants status: Dine-in allowed with restrictions
Hinsdale County  CO,Colorado,Yes,122,0,nan,0,Restaurants status: Dine-in allowed with restrictions
Hoonah-Angoon Census Area  AK,Alaska,No,47,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Russell County  KS,Kansas,No,15,0,-1,0.018,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Custer County  CO,Colorado,Yes,20,-0.83,-1,0.046,Restaurants status: Dine-in allowed with restrictions
Nuckolls County  NE,Nebraska,No,24,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Greenwood County  KS,Kansas,No,17,0,-1,0,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Clarke County  IA,Iowa,No,11,-0.88,-1,0.014,Restaurants status: Dine-in allowed with restrictions
Ellsworth County  KS,Kansas,No,16,0,-1,0,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Washington County  CO,Colorado,Yes,20,-0.8,-1,0.006,Restaurants status: Dine-in allowed with restrictions
Cloud County  KS,Kansas,No,11,0,-1,0.032,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Wirt County  WV,West Virginia,Yes,17,-0.67,-1,0.014,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Hand County  SD,South Dakota,No,31,0,-1,0.053,Restaurants status: Dine-in allowed with restrictions
Cheyenne County  KS,Kansas,No,38,0,-1,0.222,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Haakon County  SD,South Dakota,No,53,0,-1,0,Restaurants status: Dine-in allowed with restrictions
San Juan County  CO,Colorado,Yes,137,0,nan,0,Restaurants status: Dine-in allowed with restrictions
Hooker County  NE,Nebraska,No,147,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Howard County  AR,Arkansas,No,8,-0.8,-1,0,Restaurants status: Dine-in allowed with restrictions
Grant County  NE,Nebraska,No,161,0,-1,0.333,Restaurants status: Dine-in allowed without restrictions
Johnson County  WY,Wyoming,No,12,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Morrill County  NE,Nebraska,No,22,0,-1,0.038,Restaurants status: Dine-in allowed without restrictions
Garfield County  NE,Nebraska,No,51,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Anderson County  KS,Kansas,No,13,0,-1,0.06,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Sutton County  TX,Texas,No,26,-0.75,-1,0,Restaurants status: Dine-in allowed without restrictions
Logan County  AR,Arkansas,No,5,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Graham County  KS,Kansas,No,40,-0.92,-1,0,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Grant County  KS,Kansas,No,14,-0.67,-1,0,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
North Slope Borough  AK,Alaska,No,10,-0.92,-1,0.019,Restaurants status: Dine-in allowed without restrictions
Shackelford County  TX,Texas,No,31,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Fillmore County  NE,Nebraska,No,18,-0.86,-1,0.143,Restaurants status: Dine-in allowed without restrictions
Lake and Peninsula Borough  AK,Alaska,No,63,-0.5,nan,nan,Restaurants status: Dine-in allowed without restrictions
Lane County  KS,Kansas,No,65,0,-1,0.053,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Dawes County  NE,Nebraska,No,12,0,-1,0.011,Restaurants status: Dine-in allowed without restrictions
Cheyenne County  CO,Colorado,Yes,55,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Menard County  TX,Texas,No,47,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Miner County  SD,South Dakota,No,45,-0.88,-1,0.1,Restaurants status: Dine-in allowed with restrictions
Washington County  AL,Alabama,No,6,-0.5,-1,0,Restaurants status: Dine-in allowed with restrictions
Wibaux County  MT,Montana,No,103,0,-1,0,"Restaurants status: Dine-in allowed without restrictions, but some cities may enact their own restrictions."
Catron County  NM,New Mexico,Yes,28,0,-1,0.111,Restaurants status: Dine-in allowed with restrictions
Texas County  OK,Oklahoma,No,5,-0.91,-1,0.091,Restaurants status: Dine-in allowed without restrictions
Brown County  NE,Nebraska,No,34,-0.5,-1,0,Restaurants status: Dine-in allowed without restrictions
Wheatland County  MT,Montana,No,47,0,-1,0,"Restaurants status: Dine-in allowed without restrictions, but some cities may enact their own restrictions."
Norton County  KS,Kansas,No,19,0,-1,0.171,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Mora County  NM,New Mexico,Yes,22,0,-1,0.036,Restaurants status: Dine-in allowed with restrictions
Osborne County  KS,Kansas,No,29,0,-1,0,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Highland County  VA,Virginia,Yes,46,-0.86,-1,0.091,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Nowata County  OK,Oklahoma,No,10,-0.67,-1,0.111,Restaurants status: Dine-in allowed without restrictions
Sierra County  CA,California,Yes,33,-0.5,nan,nan,"Restaurants status: Restrictions vary by county, with some allowing restricted dine-in and others outdoor only"
Knox County  TX,Texas,No,27,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Major County  OK,Oklahoma,No,13,0,7,0.091,Restaurants status: Dine-in allowed without restrictions
Union County  NM,New Mexico,Yes,25,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Republic County  KS,Kansas,No,22,0,-1,0.059,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Marion County  AL,Alabama,No,3,-0.94,-1,0.103,Restaurants status: Dine-in allowed with restrictions
Pope County  IL,Illinois,Yes,24,-0.75,-1,0,Restaurants status: Dine-in allowed with restrictions
Mellette County  SD,South Dakota,No,49,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Zapata County  TX,Texas,No,7,-0.67,-1,0.008,Restaurants status: Dine-in allowed without restrictions
Box Butte County  NE,Nebraska,No,9,0,-1,0.029,Restaurants status: Dine-in allowed without restrictions
Mitchell County  TX,Texas,No,12,0,-1,0.022,Restaurants status: Dine-in allowed without restrictions
Meade County  KS,Kansas,No,25,0,-1,0,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Gilliam County  OR,Oregon,Yes,52,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Dillingham Census Area  AK,Alaska,No,20,0,-1,0.013,Restaurants status: Dine-in allowed without restrictions
Wheeler County  NE,Nebraska,No,128,0,nan,nan,Restaurants status: Dine-in allowed without restrictions
Mills County  TX,Texas,No,21,-0.67,-1,0,Restaurants status: Dine-in allowed without restrictions
Unallocated  AZ,Arizona,No,nan,-1.5,-1,0.016,Restaurants status: Dine-in allowed with restrictions
Unallocated  WY,Wyoming,No,nan,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Haines Borough  AK,Alaska,No,0,0,nan,0,Restaurants status: Dine-in allowed without restrictions
Skagway Municipality  AK,Alaska,No,0,0,nan,0,Restaurants status: Dine-in allowed without restrictions
Unallocated  WI,Wisconsin,No,nan,0,nan,0.031,Restaurants status: Dine-in allowed with restrictions
Prince of Wales-Hyder Census Area  AK,Alaska,No,0,-1,-1,0,Restaurants status: Dine-in allowed without restrictions
Calhoun County  AR,Arkansas,No,0,0,-1,0,Restaurants status: Dine-in allowed with restrictions
Jackson County  AR,Arkansas,No,0,-1,-1,0.021,Restaurants status: Dine-in allowed with restrictions
